ID	DOCULECT	CONCEPT	VALUE	FORM	SEGMENTS	COGID	COGIDS	NOTE
14725	Ka'apor	INDEPENDENT PRONOUN (2PL)	pehẽ	pehẽ / pe	p e + h ẽ	131	218 868	
14844	Anambe	INDEPENDENT PRONOUN (2PL)	pẽ	pẽ	p ẽ	131	218	
15082	Kamajura	INDEPENDENT PRONOUN (2PL)	pe	pehẽ / pe	p e	131	218	
15320	Tupinambá	INDEPENDENT PRONOUN (2PL)	peẽ	peẽ	p eẽ	131	218	
15677	Yuki	INDEPENDENT PRONOUN (2PL)	je	je	j e	18	888	
15796	Guarayo	INDEPENDENT PRONOUN (2PL)	pe	pe	p e	131	218	
16153	Chiriguano	INDEPENDENT PRONOUN (2PL)	pénde	pénde	p é + nd e	131	218 737	
16391	Mbya	INDEPENDENT PRONOUN (2PL)	pene	pene	p e + n e	131	218 737	
16629	Old Guaraní	INDEPENDENT PRONOUN (2PL)	peẽ	peẽ	p eẽ	131	218	
17565	Avá Canoeiro	INDEPENDENT PRONOUN (2PL)	pe	pe	p e	131	218	
17657	Surui-Paiter	INDEPENDENT PRONOUN (2PL)	méyen	méyen	m é + j e n	131	218 887	
17818	Tapiete	INDEPENDENT PRONOUN (2PL)	pe	pe	p e	131	218	
18907	Kayabi	INDEPENDENT PRONOUN (2PL)	peẽ	pẽ / peẽ	p eẽ	131	218	
18908	Wayampi	INDEPENDENT PRONOUN (2PL)	pejẽ	pejẽ / pe	p e + j ẽ	131	218 872	
18909	Ka'apor	INDEPENDENT PRONOUN (2PL)	pe	pehẽ / pe	p e	131	218	
18910	Kamajura	INDEPENDENT PRONOUN (2PL)	pehẽ	pehẽ / pe	p e + h ẽ	131	218 872	
18911	Asuriní Tocantins	INDEPENDENT PRONOUN (2PL)	pehe	pe / pehe	p e	131	218	
18912	Parintintin	INDEPENDENT PRONOUN (2PL)	pehe	pehe / pe	p e + h e	131	218 872	
9728	Makurap	INDEPENDENT PRONOUN (2S)	en	en	e n	262	105	
9847	Wayoro	INDEPENDENT PRONOUN (2S)	en	en	e n	262	105	
9966	Tupari	INDEPENDENT PRONOUN (2S)	en	en	e n	262	105	
10085	Akuntsu	INDEPENDENT PRONOUN (2S)	en	en	e n	262	105	
10231	Mekens	INDEPENDENT PRONOUN (2S)	ẽt	ẽt	ẽ t	262	105	
10323	Mundurukú	INDEPENDENT PRONOUN (2S)	ẽn	ẽn	ẽ n	262	105	
10714	Gavião	INDEPENDENT PRONOUN (2S)	en	en	e n	262	105	
11394	Zoro	INDEPENDENT PRONOUN (2S)	en	en	e n	262	105	
11870	Mawe	INDEPENDENT PRONOUN (2S)	en	en	e n	262	105	
12108	Asuriní Tocantins	INDEPENDENT PRONOUN (2S)	ne	ne / ene	n e	262	105	
12584	Tembe	INDEPENDENT PRONOUN (2S)	ené	(e)né	e n é	262	105	
12703	Guajajara	INDEPENDENT PRONOUN (2S)	ne	ne / ene	n e	262	105	
12941	Parintintin	INDEPENDENT PRONOUN (2S)	ne	ne / nehe	n e	262	105	
13774	Kayabi	INDEPENDENT PRONOUN (2S)	ne	ne / ene	n e	262	105	
13911	Araweté	INDEPENDENT PRONOUN (2S)	ne	ne	n e	262	105	
14131	Guajá	INDEPENDENT PRONOUN (2S)	nijã	nijã	n i j ã	374	220	
14488	Wayampi	INDEPENDENT PRONOUN (2S)	ne	ne / ene	n e	262	105	
14726	Ka'apor	INDEPENDENT PRONOUN (2S)	ne	ne	n e	262	105	
14845	Anambe	INDEPENDENT PRONOUN (2S)	na	na	n a	262	105	
15083	Kamajura	INDEPENDENT PRONOUN (2S)	ne	ne / ene	n e	262	105	
15321	Tupinambá	INDEPENDENT PRONOUN (2S)	ende	ende	e nd e	262	105	
15678	Yuki	INDEPENDENT PRONOUN (2S)	de	de	d e	262	105	
15797	Guarayo	INDEPENDENT PRONOUN (2S)	nde	nde	nd e	262	105	
16154	Chiriguano	INDEPENDENT PRONOUN (2S)	nde	nde	nd e	262	105	
16392	Mbya	INDEPENDENT PRONOUN (2S)	ne	ne	n e	262	105	
16630	Old Guaraní	INDEPENDENT PRONOUN (2S)	nde	nde	nd e	262	105	
17543	Avá Canoeiro	INDEPENDENT PRONOUN (2S)	ene	ene / ne	e n e	262	105	Tocantins
17650	Surui-Paiter	INDEPENDENT PRONOUN (2S)	een	een	ee n	262	105	
17811	Tapiete	INDEPENDENT PRONOUN (2S)	nde	nde	nd e	262	105	
18734	Avá Canoeiro	INDEPENDENT PRONOUN (2S)	nitõ	nitõ	n i t õ	263	104	Goiás
18901	Parintintin	INDEPENDENT PRONOUN (2S)	nehe	ne / nehe	n e + h e	262	105 219	
18902	Asuriní Tocantins	INDEPENDENT PRONOUN (2S)	ene	ne / ene	e n e	262	105	
18903	Guajajara	INDEPENDENT PRONOUN (2S)	ene	ne / ene	e n e	262	105	
18904	Kayabi	INDEPENDENT PRONOUN (2S)	ene	ne / ene	e n e	262	105	
18905	Kamajura	INDEPENDENT PRONOUN (2S)	ene	ne / ene	e n e	262	105	
18906	Wayampi	INDEPENDENT PRONOUN (2S)	ene	ne / ene	e n e	262	105	
9730	Makurap	INDEPENDENT PRONOUN (3PL)	ʃekejã	ʃekejã	ʃ e k e + j ã	265	108 109	
10087	Akuntsu	INDEPENDENT PRONOUN (3PL)	keiat	keiat	k e ia t	264	106	
10233	Mekens	INDEPENDENT PRONOUN (3PL)	tejat	tejat	t e + j a t	264	106 107	
11396	Zoro	INDEPENDENT PRONOUN (3PL)	alej	alej	a l e j	554	901	
11872	Mawe	INDEPENDENT PRONOUN (3PL)	miʔiria	miʔiria	m i ʔ i + r ia	551	897 898	
14133	Guajá	INDEPENDENT PRONOUN (3PL)	aʔiá	aʔiá	a ʔ iá	376	222	
15680	Yuki	INDEPENDENT PRONOUN (3PL)	ugũ	ugũ	u g ũ	553	900	
15799	Guarayo	INDEPENDENT PRONOUN (3PL)	juvɨrekó	juvɨrekó	j u v ɨ r e k ó	550	896	
17666	Surui-Paiter	INDEPENDENT PRONOUN (3PL)	táen	táen	t áe n	552	899	
18943	Wayoro	INDEPENDENT PRONOUN (3PL)	ndeat	ndeat	nd ea t	264	107	
9850	Wayoro	INDEPENDENT PRONOUN (3S)	ndeke	ndeke	nd e k e	267	111	
10236	Mekens	INDEPENDENT PRONOUN (3S)	te	te	t e	266	110	
10719	Gavião	INDEPENDENT PRONOUN (3S)	taj	taj	t a j	555	902	
11873	Mawe	INDEPENDENT PRONOUN (3S)	miʔi	miʔi	m i ʔ i	556	903	
14132	Guajá	INDEPENDENT PRONOUN (3S)	aʔiá	aʔiá	a ʔ iá	375	221	
15681	Yuki	INDEPENDENT PRONOUN (3S)	ua	ua	u a	558	905	
17671	Surui-Paiter	INDEPENDENT PRONOUN (3S)	xien	xien	ʃ ie n	557	904	
18941	Akuntsu	INDEPENDENT PRONOUN (3S)	te	te	t e	266	110	
18942	Makurap	INDEPENDENT PRONOUN (3S)	ʃeke	ʃeke	ʃ e k e	267	111	
10147	Akuntsu	UNCERTAINTY MOOD	nika	nika	n i k a	331	176	
10159	Mekens	ASSOCIATIVE	esẽp	esẽp	e s ẽ p	62	9	
10640	Gavião	ASSOCIATIVE	tá	tá / itá	t á	164	273	
19038	Akuntsu	ASSOCIATIVE	ete	ete	e t e	62	9	
19040	Tupari	ASSOCIATIVE	eanã	eanã	ea n ã	314	159	
10175	Mekens	CONDITIONAL SUBORDINATOR	kaabese	kaabese	k aa b e s e	92	31	
17929	Kokama	CONDITIONAL SUBORDINATOR	ra	ra	r a	184	363	
10201	Mekens	DUBITATIVE	kẽra	kẽra	k ẽ r a	91	30	
11851	Mawe	DUBITATIVE	som	som	s o m	723	689	
18179	Araweté	DUBITATIVE	herĩ	herĩ	h e r ĩ	210	688	
18797	Tupari	DUBITATIVE	nãkop	nãkop	n ã k o p	78	28	
18798	Akuntsu	DUBITATIVE	nika	nika	n i k a	222	64	
18799	Makurap	DUBITATIVE	ʃe:ke	ʃe:ke	ʃ eː k e	223	65	
19062	Guajá	DUBITATIVE	raʔá	raʔá / naʔá	r a ʔ á	367	213	
19063	Guajá	DUBITATIVE	naʔá	raʔá / naʔá	n a ʔ á	367	213	
10202	Mekens	DURATIVE 	t	t	t	225	67	Also means 'past progressive'
18804	Tupari	DURATIVE 	pbiʔa	pbiʔa	pb i ʔ a	224	66	
10203	Mekens	EMPHATIC	ẽp	ẽp	ẽ p	226	68	
12569	Tembe	EMPHATIC	teté	teté / pá	t e t é	510	691	
17932	Kokama	EMPHATIC	tseme	tseme / tsenu	ts e m e	724	690	
18812	Wayoro	EMPHATIC	emõ	emõ	e m õ	226	68	
18814	Makurap	EMPHATIC	koa	koa	k oa	233	75	
18827	Yuki	EMPHATIC	ete	ete / na / te / kiatu	e t e	725	694	
18833	Yuki	EMPHATIC	na	ete / na / te / kiatu	n a	726	695	
18836	Yuki	EMPHATIC	te	ete / na / te / kiatu	t e	725	694	
18850	Yuki	EMPHATIC	kiatu	ete / na / te / kiatu	k ia t u	727	696	
19281	Tembe	EMPHATIC	pá	teté / pá	p á	532	693	
19330	Kokama	EMPHATIC	tsenu	tseme / tsenu	ts e n u	728	697	
10212	Mekens	FRUSTRATIVE	etaop	(e)taop	e t ao p	237	79	
12006	Awetí	FRUSTRATIVE	tepe	tepe	t e p e	730	700	
13895	Araweté	FRUSTRATIVE	pane	pane	p a n e	45	698	
18180	Araweté	FRUSTRATIVE	araʔa	(a)raʔa	a r a ʔ a	729	699	Intentional Frustrative
10313	Mundurukú	HABITUAL AGENT (INTR.)	at	at	a t	731	701	
15311	Tupinambá	HABITUAL AGENT (INTR.)	βor	βor	β o r	23	702	
10335	Mundurukú	PUNCTUAL LOCATIVE	pe	pe	p e	13	703	
10359	Mundurukú	POSSESSOR/INACTIVE (3S.CORREF)	dʒe	dʒe	dʒ e	671	607	
13095	Akuntsu	POSSESSOR/INACTIVE (3S.CORREF)	te	te	t e	671	607	
18028	Awetí	POSSESSOR/INACTIVE (3S.CORREF)	o	o	o	670	606	
10625	Gavião	ABSOLUTIVE NOMINALIZER	mén	mén	m é n	54	1	
19311	Kokama	ABSOLUTIVE NOMINALIZER	n	n	n	284	280	S/O nominalizer
10639	Gavião	ASSERTIVE	á	á	á	140	265	
18285	Karitiana	ASSERTIVE	pɨ	pɨ	p ɨ	163	264	
18388	Mekens	ASSERTIVE	ebõ	ebõ	e b õ	93	32	
18653	Wayoro	ASSERTIVE	emõ	emõ	e m õ	93	32	
10721	Akuntsu	INESSIVE	pi	pi	p i	735	709	
12595	Tembe	INESSIVE	upi	upi	u p i	735	709	
19331	Tupari	INESSIVE	psim	(ps)im	ps i m	735	709	
19332	Makurap	INESSIVE	pi	pi	p i	735	709	
19333	Mekens	INESSIVE	pi	pi	p i	735	709	
19334	Wayoro	INESSIVE	pi	pi	p i	735	709	
10731	Gavião	INVERSE VOICE				0		
17392	Omagua	INVERSE VOICE				0		
18288	Karitiana	INVERSE VOICE	ti	ti	t i	0		
10732	Gavião	ITERATIVE				0		
10733	Gavião	JUSSIVE				0		
11674	Karitiana	JUSSIVE				0		
12045	Awetí	JUSSIVE				0		
13924	Araweté	JUSSIVE				0		
17393	Omagua	JUSSIVE				0		
17941	Kokama	JUSSIVE	japai	japai	j a p ai	0		
10736	Gavião	LOAN INTEGRATION MARKER				0		
11675	Karitiana	LOAN INTEGRATION MARKER				0		
12046	Awetí	LOAN INTEGRATION MARKER				0		
13925	Araweté	LOAN INTEGRATION MARKER				0		
17395	Omagua	LOAN INTEGRATION MARKER				0		
17942	Kokama	LOAN INTEGRATION MARKER	ʃka	ʃka	ʃ k a	0		
10740	Gavião	MIDDLE VOICE				0		
11679	Karitiana	MIDDLE VOICE				0		
12051	Awetí	MIDDLE VOICE				0		
13930	Araweté	MIDDLE VOICE				0		
17400	Omagua	MIDDLE VOICE				0		
17944	Kokama	MIDDLE VOICE	ka	ka	k a	741	863	
18776	Mawe	MIDDLE VOICE	re	re	r e	742	864	
10742	Gavião	MIRATIVE				0		
11680	Karitiana	MIRATIVE				0		
13931	Araweté	MIRATIVE				0		
17401	Omagua	MIRATIVE				0		
17945	Kokama	MIRATIVE	tsunka	tsunka	ts u n k a	743	906	
17989	Awetí	MIRATIVE				0		
11421	Tembe	PORTMANTEAU 1 (PL) -> 2 (PL)	urupu	urupu	u r u p u	49	444	
19027	Kaiowa	PORTMANTEAU 1 (PL) -> 2 (PL)	oropo	oropo	o r o p o	49	444	
19028	Guajajara	PORTMANTEAU 1 (PL) -> 2 (PL)	urupu	urupu	u r u p u	49	444	
11578	Karitiana	ADVERBIALIZER	t	t	t	158	317	
11936	Awetí	ADVERBIALIZER	tem	tem	t e m	67	316	
17924	Kokama	ADVERBIALIZER	pati	pati	p a t i	68	318	
11607	Karitiana	COUNTERFACTUAL	p	p	p	191	388	
17324	Omagua	COUNTERFACTUAL	mia	mia	m ia	192	389	
18178	Araweté	COUNTERFACTUAL	iwe	iwe	i w e	189	387	
11621	Karitiana	DECLARATIVE	naka	naka	n a k a	200	376	
11682	Karitiana	NEGATION (NON-PREDICATE)				0		
13932	Araweté	NEGATION (NON-PREDICATE)				0		
17992	Awetí	NEGATION (NON-PREDICATE)				0		
18516	Gavião	NEGATION (NON-PREDICATE)				0		
18767	Tupinambá	NEGATION (NON-PREDICATE)	na ruã	na ruã	n a + r uã	206	521	
11684	Karitiana	NOMINAL NEGATION				0		
17406	Omagua	NOMINAL NEGATION				0		
17995	Awetí	NOMINAL NEGATION	eʔɨm	eʔɨm	e ʔ ɨ m	123	522	
18171	Araweté	NOMINAL NEGATION				0		
18665	Tupinambá	NOMINAL NEGATION	eʔɨm	eʔɨm	e ʔ ɨ m	123	522	Privative
11685	Karitiana	NOMINALIZER	pa	pa	p a	0		
18000	Awetí	NOMINALIZER	tu	tu	t u	0		Attributive nominalizer
18519	Gavião	NOMINALIZER	ve	ve / e	v e	0		
11687	Karitiana	NOMINALIZER (PATIENT)				0		
18183	Araweté	NOMINALIZER (PATIENT)	mire	mire	m i r e	744	907	
18405	Omagua	NOMINALIZER (PATIENT)				0		
18852	Yuki	NOMINALIZER (PATIENT)	ji	ji	j i	844	909	
18887	Yuki	NOMINALIZER (PATIENT)	e	e	e	848	910	
19193	Guajajara	NOMINALIZER (PATIENT)	pyr	pyr	p y r	134	908	
19194	Guarayo	NOMINALIZER (PATIENT)	pɨr	pɨr	p ɨ r	134	908	
19195	Parintintin	NOMINALIZER (PATIENT)	pyr	pyr	p ɨ r	134	908	
19196	Tupinambá	NOMINALIZER (PATIENT)	pyr	pyr	p ɨ r	134	908	
19197	Kayabi	NOMINALIZER (PATIENT)	pyr	pyt / pyr	p ɨ r	134	908	
19198	Kamajura	NOMINALIZER (PATIENT)	pyr	pyt / pyr	p ɨ r	134	908	
19199	Tapirapé	NOMINALIZER (PATIENT)	pyr	pyt / pyr	p ɨ r	134	908	
19200	Kamajura	NOMINALIZER (PATIENT)	pyt	pyt / pyr	p ɨ t	134	908	
19201	Kayabi	NOMINALIZER (PATIENT)	pyt	pyt / pyr	p ɨ t	134	908	
19202	Tapirapé	NOMINALIZER (PATIENT)	pyt	pyt / pyr	p ɨ t	134	908	
19203	Old Guaraní	NOMINALIZER (PATIENT)	pyr	py / pyr	p ɨ r	134	908	
19204	Mbya	NOMINALIZER (PATIENT)	py	py	p ɨ 	134	908	
19205	Old Guaraní	NOMINALIZER (PATIENT)	py	py / pyr	p ɨ 	134	908	
11688	Karitiana	NOMINALIZER (PRIVATIVE)				0		
18184	Araweté	NOMINALIZER (PRIVATIVE)	imeʔe	imeʔe	i m e ʔ e	850	911	
18406	Omagua	NOMINALIZER (PRIVATIVE)				0		
18521	Gavião	NOMINALIZER (PRIVATIVE)				0		
11856	Mawe	MASCULINE	paʔiat	paʔiat	p a ʔ ia t	268	861	
11916	Mawe	REFLEXIVE 3 PLURAL	taʔatu	taʔatu	t a ʔ a t u	0		
11935	Awetí	ACCUSATIVE	ta	ta	t a	64	313	review
11943	Awetí	ANTIPASSIVE	po	po / por	p o	128	268	
18658	Awetí	ANTIPASSIVE	por	po / por	p o r	127	268	
11946	Awetí	ATELIC	he	he	h e	126	263	active voice
11948	Awetí	ATTRIBUTIVE	zan	zan / an	z a n	39	261	
14506	Wayampi	ATTRIBUTIVE	ramõ	ramõ	r a m õ	506	112	
19264	Asuriní Tocantins	ATTRIBUTIVE	amo	amo / ramo	a m o	506	112	
19265	Asuriní Tocantins	ATTRIBUTIVE	ramo	amo / ramo	r a m o	506	112	
19266	Tupinambá	ATTRIBUTIVE	amo	amo / ramo	a m o	506	112	
19267	Tupinambá	ATTRIBUTIVE	ramo	amo / ramo	r a m o	506	112	
19268	Kayabi	ATTRIBUTIVE	ramu	ramu	r a m u	506	112	
19269	Parintintin	ATTRIBUTIVE	amo	amo / ro	a m o	506	112	
19270	Parintintin	ATTRIBUTIVE	ro	amo / ro	r o	506	112	
19271	Old Guaraní	ATTRIBUTIVE	ramõ	ramõ	r a m õ	506	112	
19272	Chiriguano	ATTRIBUTIVE	ramo	ramo	r a m o	506	112	
19273	Tapirapé	ATTRIBUTIVE	ramõ	ramõ	r a m õ	506	112	
19274	Mbya	ATTRIBUTIVE	rami	rami	r a m i	506	112	
11952	Awetí	CAUSATIVE (COMITATIVE)	(e)z(o)	(e)z(o)	e z o	421	296	
12538	Tembe	CAUSATIVE (COMITATIVE)	re	re	r e	342	295	
18167	Araweté	CAUSATIVE (COMITATIVE)	eru	eru / ru / ere / r	e r u	342	295	
18647	Wayoro	CAUSATIVE (COMITATIVE)	eremõ	eremõ	e r e + m õ	342	295 25	
18670	Teko	CAUSATIVE (COMITATIVE)	ero	ero	e r o	342	295	
18727	Old Guaraní	CAUSATIVE (COMITATIVE)	ro	ro / ero	r o	342	295	
18861	Yuki	CAUSATIVE (COMITATIVE)	gue	gue / gui	g ue	422	297	
18885	Yuki	CAUSATIVE (COMITATIVE)	gui	gue / gui	g ui	422	297	
18939	Chiriguano	CAUSATIVE (COMITATIVE)	ro	ro	r o	342	295	
19053	Guajá	CAUSATIVE (COMITATIVE)	r	r	r	342	295	
19141	Asuriní Tocantins	CAUSATIVE (COMITATIVE)	ero	ro / ero	e r o	342	295	
19143	Mbya	CAUSATIVE (COMITATIVE)	ro	ro / ero	r o	342	295	
19144	Guajajara	CAUSATIVE (COMITATIVE)	eru	ru / eru	e r u	342	295	
19145	Guarayo	CAUSATIVE (COMITATIVE)	ero	ro / ero	e r o	342	295	
19146	Kamajura	CAUSATIVE (COMITATIVE)	ero	ro / ero	e r o	342	295	
19147	Kayabi	CAUSATIVE (COMITATIVE)	ero	ro / ero	e r o	342	295	
19148	Parintintin	CAUSATIVE (COMITATIVE)	ero	ro / ero	e r o	342	295	
19149	Tupinambá	CAUSATIVE (COMITATIVE)	ro	ro / ero	r o	342	295	
19150	Wayampi	CAUSATIVE (COMITATIVE)	ero	ro / ero	e r o	342	295	
19151	Ka'apor	CAUSATIVE (COMITATIVE)	ro	ro / ero	r o	342	295	
19152	Tapirapé	CAUSATIVE (COMITATIVE)	era	era / ra	e r a	342	295	
19153	Guajajara	CAUSATIVE (COMITATIVE)	ru	ru / eru	r u	342	295	
19154	Tapirapé	CAUSATIVE (COMITATIVE)	ra	era / ra	r a	342	295	
19155	Asuriní Tocantins	CAUSATIVE (COMITATIVE)	ro	ro / ero	r o	342	295	
19157	Old Guaraní	CAUSATIVE (COMITATIVE)	ero	ro / ero	e r o	342	295	
19158	Mbya	CAUSATIVE (COMITATIVE)	ero	ro / ero	e r o	342	295	
19159	Kamajura	CAUSATIVE (COMITATIVE)	ro	ro / ero	r o	342	295	
19160	Kayabi	CAUSATIVE (COMITATIVE)	ro	ro / ero	r o	342	295	
19161	Parintintin	CAUSATIVE (COMITATIVE)	ro	ro / ero	r o	342	295	
19162	Ka'apor	CAUSATIVE (COMITATIVE)	ero	ro / ero	e r o	342	295	
11955	Awetí	CHANGE OF TOPIC	enam	enam	e n a m	432	323	
11962	Awetí	COMPLEMENTIZER	to	to	t o	181	359	
11966	Awetí	CONTINUATIVE	eju	(e)ju	j u	198	206	
18781	Mawe	CONTINUATIVE	te	te / i	t e	452	373	
18782	Mawe	CONTINUATIVE	te aru	te aru	t e + a r u	452	373 375	Continuative + future potential
18783	Mawe	CONTINUATIVE	i	te / i	i	453	374	
11967	Awetí	CORREF NOMINAL	ʃa	ʃa	ʃ a	188	384	
18397	Mekens	CORREF NOMINAL	se	se	s e	455	385	
18760	Tupinambá	CORREF NOMINAL	je	je	j e	455	385	
11991	Awetí	EMOTIONAL	aʔɨt	aʔɨt	a ʔ ɨ t	202	380	
11993	Awetí	ENUMERATION				0		
11994	Awetí	EPENTHESIS	e	e	e	351	381	
11996	Awetí	EVIDENTIAL	ti	ti	t i	352	382	
11999	Awetí	EXCLAMATION				0		
12009	Awetí	GENERIC OBJECT	aba	aba	a b a	732	706	
18826	Yuki	GENERIC OBJECT	ba	ba	b a	732	706	
12019	Awetí	INCEPTIVE PERCEPTION				0		
12022	Awetí	INDEFINITE PRONOUN	t	t	t	353	383	
18933	Chiriguano	INDEFINITE PRONOUN	ke	ke / ki	k e	354	390	
18934	Chiriguano	INDEFINITE PRONOUN	ki	ke / ki	k i	354	390	
12041	Awetí	INTERJECTION	atsɨ	atsɨ	a ts ɨ	0		
12043	Awetí	INTRANSITIVIZER	to	to	t o	737	712	
18398	Mekens	INTRANSITIVIZER	e	e	e	277	121	
18948	Tupari	INTRANSITIVIZER	e	e	e	277	121	
18951	Akuntsu	INTRANSITIVIZER	e	e	e	277	121	Middle voice
18952	Wayoro	INTRANSITIVIZER	e	e	e	277	121	
12044	Awetí	IRREALIS	utepe	(t)utepe	t u t e p e	738	713	
12109	Asuriní Tocantins	INDEPENDENT PRONOUN (3)	i	i	i	373	892	
12466	Tapirapé	INDEPENDENT PRONOUN (3)	i	i	i	373	892	
12704	Guajajara	INDEPENDENT PRONOUN (3)	aʔe	aʔe	a ʔ e	548	894	
12942	Parintintin	INDEPENDENT PRONOUN (3)	i	i	i	373	892	
13775	Kayabi	INDEPENDENT PRONOUN (3)	i	i	i	373	892	
14489	Wayampi	INDEPENDENT PRONOUN (3)	i	i	i	373	892	
14727	Ka'apor	INDEPENDENT PRONOUN (3)	i	i	i	373	892	
14846	Anambe	INDEPENDENT PRONOUN (3)	wɨ̃	wɨ̃	w ɨ̃	135	891	
15084	Kamajura	INDEPENDENT PRONOUN (3)	i	i	i	373	892	
15322	Tupinambá	INDEPENDENT PRONOUN (3)	i	i / jo	i	373	892	Demonstrative used: aʔe
15798	Guarayo	INDEPENDENT PRONOUN (3)	aʔe	aʔe	a ʔ e	548	894	
16155	Chiriguano	INDEPENDENT PRONOUN (3)	háe	háe	h áe	548	894	
16393	Mbya	INDEPENDENT PRONOUN (3)	i	i / jo	i	373	892	
16631	Old Guaraní	INDEPENDENT PRONOUN (3)	jo	i / jo	j o	549	895	
16988	Kaiowa	INDEPENDENT PRONOUN (3)	i	i / jo	i	373	892	
17801	Tapiete	INDEPENDENT PRONOUN (3)	haʔe	haʔe	h a ʔ e	548	894	
18914	Old Guaraní	INDEPENDENT PRONOUN (3)	i	i / jo	i	373	892	
18915	Mbya	INDEPENDENT PRONOUN (3)	jo	i / jo	j o	549	895	
18916	Guajajara	INDEPENDENT PRONOUN (3)	i	i	i	373	892	
18917	Guajajara	INDEPENDENT PRONOUN (3)	jo	i / jo	j o	549	895	
18918	Kaiowa	INDEPENDENT PRONOUN (3)	jo	i / jo	j o	549	895	
18919	Tupinambá	INDEPENDENT PRONOUN (3)	jo	i / jo	j o	549	895	
18920	Tupinambá	INDEPENDENT PRONOUN (3)	jos	s / jos	j o s	549	895	
18921	Tupinambá	INDEPENDENT PRONOUN (3)	s	s	s	549	895	
18922	Old Guaraní	INDEPENDENT PRONOUN (3)	h	h / joh	h	538	893	
18923	Old Guaraní	INDEPENDENT PRONOUN (3)	joh	h / joh	j o h	549	895	
18924	Asuriní Tocantins	INDEPENDENT PRONOUN (3)	h	h	h	538	893	
18926	Guajajara	INDEPENDENT PRONOUN (3)	h	h	h	538	893	class 2
18927	Kamajura	INDEPENDENT PRONOUN (3)	h	h	h	538	893	
18928	Parintintin	INDEPENDENT PRONOUN (3)	h	h	h	538	893	
18929	Tapirapé	INDEPENDENT PRONOUN (3)	h	h	h	538	893	
18930	Ka'apor	INDEPENDENT PRONOUN (3)	h	h	h	538	893	
12528	Tembe	RELATIVIZER	maʔé	maʔé	m a ʔ é	522	715	
17954	Kokama	RELATIVIZER	n	n	n	739	714	
18070	Awetí	RELATIVIZER				0		
18144	Araweté	RELATIVIZER				0		
18255	Karitiana	RELATIVIZER				0		
18484	Omagua	RELATIVIZER				0		
18601	Gavião	RELATIVIZER				0		
12529	Tembe	GENITIVE	i	i	i	525	716	
12560	Tembe	INIDICATIVE 2	n	n	n	527	722	
12572	Tembe	GERUND	pə	pə	p ə	196	723	
18752	Tupinambá	GERUND	βo	βo	β o	50	726	
18753	Tupinambá	GERUND	a	a / (a)βo	a	50	726	
18931	Tupinambá	GERUND	aβo	a / (a)βo	a β o	50	726	
19087	Old Guaraní	GERUND	aβo	aβo	a β o	50	726	
19088	Parintintin	GERUND	aβo	aβo	a β o	50	726	
19089	Kayabi	GERUND	awu	awu	a w u	50	725	
19090	Tapirapé	GERUND	wo	wo	w o	50	726	
19091	Asuriní Tocantins	GERUND	ta	ta / a	t a	196	723	
19092	Old Guaraní	GERUND	ta	ta / a	t a	196	723	
19093	Guajajara	GERUND	ta	ta / pa	t a	196	723	
19094	Kayabi	GERUND	ta	ta / a	t a	196	723	
19095	Parintintin	GERUND	ta	ta / a	t a	196	723	
19096	Wayampi	GERUND	ta	ta	t a	196	723	
19097	Asuriní Tocantins	GERUND	a	ta / a	a	196	723	
19098	Old Guaraní	GERUND	a	ta / a	a	196	723	
19099	Kayabi	GERUND	a	ta / a	a	196	723	
19100	Parintintin	GERUND	a	ta / a	a	196	723	
19101	Tapirapé	GERUND	a	a	a	196	723	
19102	Guajajara	GERUND	pa	ta / pa	p a	196	723	
19103	Kamajura	GERUND	m	m	m	740	724	cognacy proposed by Jensen
12576	Tembe	INFERENTIAL	ipó	ipó	i p ó	526	711	
18182	Araweté	INFERENTIAL	rutʃe	rutʃe	r u t ʃ e	736	710	
12594	Tembe	IMINENT	rə́m	rə́m	r ə́ m	509	727	
12629	Tembe	RETROSPECTIVE	wér	wér	w é r	523	212	
18187	Araweté	RETROSPECTIVE	pe	pe / tʃe / nẽ	p e	523	212	
12636	Tembe	RELATIVE	ehe	ehe	e h e	534	729	
18190	Araweté	RELATIVE	ehe	ehe / e	e h e	534	729	
19336	Araweté	RELATIVE	e	ehe / e	e	534	729	
13025	Tupinambá	SWITCH-REFERENCE 1.SG	wi	wi	w i	129	189	
13031	Tupinambá	SWITCH-REFERENCE 3	o	o	o	563	877	
14122	Guajá	EXHORTATIVE	ta	ta	t a	370	216	
14155	Guajá	PERMISSIVE	amẽ	amẽ	a m ẽ	392	238	
15107	Kamajura	PERMISSIVE	nane	ere / na / nane	n a n e	366	730	
15108	Kamajura	PERMISSIVE	na	ere / na / nane	n a	366	730	
18740	Kamajura	PERMISSIVE	ere	ere / na / nane	e r e	171	731	Permissive concessive (Seki 1990, 200)
14167	Guajá	POSSESSOR/INACTIVE (1PL.INCL)	are	are	a r e	399	245	
14169	Guajá	POSSESSOR/INACTIVE (1PL.EXCL)	are	are	a r e	400	246	
14322	Teko	CAUSATIVE (INTRANSITIVE VERBS)	bo	bo / mõ	b o	423	298	
19083	Teko	CAUSATIVE (INTRANSITIVE VERBS)	mõ	bo / mõ	m õ	423	298	
14383	Teko	DISCONTINUOUS NEGATION	d dʒi	d dʒi	d + dʒ i	614	527 523	
